3240258699	-0.0045611775	-0.0068197064	-0.0035011279
3240258699	-0.0344457552	-0.0482283682	-0.0330434814
3240258699	-0.0392209627	-0.0472124033	-0.1051933169
3240258699	-0.0795644000	-0.0281577222	-0.1715587080
3240258699	-0.0986554250	-0.0027700700	-0.1970324665
3240258699	-0.0790574849	0.0066845356	-0.1288895905
3240258699	-0.0422958247	0.0466337241	-0.1518270522
3240258699	-0.0246532597	-0.0124192089	-0.1176327467
3240258699	-0.0007568207	0.0375811197	-0.0674476847
3240258699	-0.0061535044	0.0645937845	-0.0928418487
3240258699	-0.0740213245	0.0408136882	-0.0753980577
3240258699	-0.1209766567	0.0708439797	-0.0661478490
3240258699	-0.1876915842	0.0810395852	-0.0799192637
3240258699	-0.1570492089	0.0692956597	-0.0968036279
3240258699	-0.1083357930	0.1046666205	-0.0543560237
3240258699	-0.0944244266	0.0356688872	-0.0472375229
3240258699	-0.0430442020	-0.0060362495	-0.0493030325
3240258699	-0.0563781187	0.0539137647	-0.0160165336
3240258699	-0.0880400389	0.0003508478	-0.0035343319
3240258699	-0.1083144471	0.0650591031	-0.0252336860
3240258699	-0.1395005435	0.0450032838	-0.0531214699
3240258699	-0.1580399126	0.0787383020	0.0106459036
3240258699	-0.1280581206	0.0244016387	0.0162275992
3240258699	-0.0649443865	-0.0250111800	0.0192601066
3240258699	-0.0342074744	-0.0170456544	-0.0181537867
3240258699	-0.0475336351	0.0411240831	-0.0530239269
3240258699	-0.0405893363	0.0783486366	-0.0394994877
3240258699	-0.0214631241	0.1358094513	-0.0817037597
3240258699	-0.0641447380	0.1652211398	-0.0443723276
3240258699	-0.0383183248	0.1386192739	-0.1137813926
3240258699	-0.0448245853	0.1151113585	-0.0591903590
3240258699	-0.0310556591	0.0766761452	-0.0063399225
3240258699	-0.0339213274	0.0248972569	0.0431209207
3240258699	-0.0662199408	0.0364553295	0.1105460823
3240258699	-0.0998997837	0.0216322765	0.0801536068
3240258699	-0.0831262171	-0.0066083926	0.1483225822
3240258699	-0.0517813638	-0.0690033436	0.1152475625
3240258699	-0.0440962352	-0.0885030627	0.0663247555
3240258699	0.0208372287	-0.0658287257	0.1063726470
3240258699	-0.0353312083	-0.0310137197	0.1045493186
3240258699	-0.0007798844	-0.0286751743	0.0417722017
3240258699	0.0008016562	-0.0268808715	0.1170654371
3240258699	-0.0012197439	-0.0899548680	0.1535342634
3240258699	-0.0144770853	-0.0670351908	0.1294709742
3240258699	0.0078975484	-0.1093608215	0.1143182218
3240258699	0.0425528288	-0.0943524465	0.1463340670
3240258699	0.0269500744	-0.0942303538	0.0750747621
3240258699	0.0338236280	-0.0549504906	0.0216754358
3240258699	0.0354022384	-0.0169578232	-0.0222332403
3240258699	0.0709811300	-0.0703759193	-0.0306437835
3240258699	0.0972524285	-0.0403622463	-0.0150834471
3240258699	0.1016482562	-0.0297475010	-0.0575395450
3240258699	0.1648867130	-0.0078469552	-0.0499467999
3240258699	0.1552844942	0.0286137816	-0.0750073567
3240258699	0.1030571237	0.0305640772	-0.0265263487
3240258699	0.0853845850	0.0043689888	-0.0917297900
3240258699	0.0285093747	0.0033670804	-0.0568263978
3240258699	0.0022029476	-0.0154912658	-0.0734238923
3240258699	0.0173978712	-0.0245184638	-0.1489929557
3240258699	0.0245370381	-0.0649254322	-0.1402578950
3240258699	0.0604645982	-0.0813487321	-0.1431833953
3240258699	0.0587934479	-0.0428839624	-0.1674164087
3240258699	0.0443425439	0.0118998867	-0.1245858818
3240258699	0.0869418979	0.0384045094	-0.0624241084
3240258699	0.0292034559	0.0174690653	-0.0168335252
3240258699	0.0230400786	0.0895000100	-0.0517007485
3240258699	0.0196423717	0.1411626339	-0.0398679860
